Pays,Zone,Région,MIN 200,201 300,301 400,401 500,501 600,601 700,701 800,801 900,901 1000,1001 1200,1201 1400,1401 1600,1601 1800,1801 2000,2001 2500,2500 MAX
NL,NL - 53,Zaltbommel,84.68,104.43,125.91,154.4,182.4,209.93,236.99,264.23,291.01,321.33,368.43,414.79,458.41,501.34,597.61,704.5
NL,NL - 54,Uden,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 55,Veldhoven,84.68,104.43,125.91,154.4,182.4,209.93,236.99,264.23,291.01,321.33,368.43,414.79,458.41,501.34,597.61,704.5
NL,NL - 56,Eindhoven,84.68,104.43,125.91,154.4,182.4,209.93,236.99,264.23,291.01,321.33,368.43,414.79,458.41,501.34,597.61,704.5
NL,NL - 57,Helmond,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 58,Venray,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 59,Venlo,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 60,Weert,900.0,901.0,1000.0,1001.0,1200.0,1201.0,1400.0,1401.0,1600.0,1601.0,1800.0,1801.0,2000.0,2001.0,2500.0,2500.0
NL,NL - 61,ECHT,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 62,MAASTRICHT,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 63,VALKENBURG,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 64,HEERLEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 65,NIJMEGEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 66,WIJCHEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 67,WAGENINGEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 68,ARNHEM,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 69,ZENEVAAR,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 70,DOETINCHEM,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 71,WINTERSWIJK,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 72,ZUTPHEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 73,APELDOORN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 74,DEVENTER,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 75,ENSCHEDE,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 76,ALMELO,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 77,DEDEMSVAART,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 78,EMMEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 79,HOOGEVEEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 80,ZWOLLE,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 81,RAALTE,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 82,LELYSTAD,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 83,EMMELORD,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 84,GORREDIJK,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 85,JOURE,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 86,SNEEK,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 87,BOLSWARD,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 88,FRANEKER,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 89,LEEUWARDEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 90,GROUW,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 91,DOKKUM,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 92,DRACHTEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 93,RODEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 94,ASSEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 95,STADSKANAAL,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 96,HOOGEZAND,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 97,GRONINGEN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 98,ZUIDHORN,92.67,117.09,143.16,174.71,205.72,236.19,266.16,295.91,325.16,357.9,406.74,454.78,503.04,550.53,656.17,773.1
NL,NL - 99,APPINGEDAM,900.0,901.0,1000.0,1001.0,1200.0,1201.0,1400.0,1401.0,1600.0,1601.0,1800.0,1801.0,2000.0,2001.0,2500.0,2500.0
